epoch,step,train_loss,train_loss_Ambiance,train_loss_Cuisine,train_loss_Prix,train_loss_Service,val_acc_Ambiance,val_acc_Cuisine,val_acc_Prix,val_acc_Service,val_loss
0,9,5.466983795166016,1.3012895584106445,1.4255927801132202,1.3545986413955688,1.385502815246582,,,,,
0,19,5.536653518676758,1.5030415058135986,1.3685916662216187,1.337344765663147,1.3276759386062622,,,,,
0,23,,,,,,0.47261345386505127,0.23004694283008575,0.42566511034965515,0.5117371082305908,5.476787090301514
1,29,5.439258575439453,1.4044607877731323,1.378265142440796,1.3329323530197144,1.3236002922058105,,,,,
1,39,5.121213436126709,1.332560420036316,1.21967613697052,1.2635633945465088,1.3054134845733643,,,,,
1,47,,,,,,0.5039123892784119,0.693270742893219,0.6087636947631836,0.5758998394012451,5.012408256530762
2,49,5.177267551422119,1.3970144987106323,1.2220091819763184,1.2422078847885132,1.3160356283187866,,,,,
2,59,5.013742446899414,1.242089033126831,1.2085102796554565,1.2690664529800415,1.294076919555664,,,,,
2,69,4.608185291290283,1.1894067525863647,1.053644061088562,0.9835063815116882,1.3816280364990234,,,,,
2,71,,,,,,0.5039123892784119,0.6948356628417969,0.6071987748146057,0.5790297389030457,4.501978397369385
3,79,4.360437393188477,1.1709072589874268,1.0579125881195068,1.0232319831848145,1.108385443687439,,,,,
3,89,4.255426406860352,1.128320574760437,0.8391152024269104,1.22127366065979,1.0667170286178589,,,,,
3,95,,,,,,0.5007824897766113,0.6948356628417969,0.6071987748146057,0.5790297389030457,4.350408554077148
