epoch,step,train_loss,train_loss_Ambiance,train_loss_Cuisine,train_loss_Prix,train_loss_Service,val_acc_Ambiance,val_acc_Cuisine,val_acc_Prix,val_acc_Service,val_loss
0,9,5.221305847167969,1.4435105323791504,1.1303517818450928,1.2070614099502563,1.4403821229934692,,,,,
0,19,4.930899620056152,1.309767723083496,1.135189175605774,1.1639512777328491,1.3219913244247437,,,,,
0,29,4.30027961730957,1.1643478870391846,0.9136229157447815,1.0828619003295898,1.1394469738006592,,,,,
0,39,4.574904441833496,1.1339855194091797,1.2083895206451416,1.139059066772461,1.0934703350067139,,,,,
0,49,4.262382507324219,1.2462114095687866,0.9649276733398438,1.0801753997802734,0.9710679054260254,,,,,
0,59,4.352640151977539,1.1580146551132202,0.869834303855896,1.0493664741516113,1.2754247188568115,,,,,
0,69,4.03822135925293,1.0165395736694336,0.9574801921844482,1.118896722793579,0.9453046917915344,,,,,
0,79,3.3731799125671387,1.0236573219299316,0.6359859704971313,0.8147357702255249,0.8988007307052612,,,,,
0,89,3.8012502193450928,1.105750322341919,0.853523850440979,0.8637394905090332,0.9782366752624512,,,,,
0,99,3.8686320781707764,0.9680821299552917,0.9908905029296875,0.7930865287780762,1.1165728569030762,,,,,
0,109,3.790696620941162,1.0102459192276,0.7618197202682495,1.1342791318893433,0.8843520879745483,,,,,
0,119,3.5189974308013916,0.9707558751106262,0.6833198666572571,0.930534303188324,0.9343874454498291,,,,,
0,129,3.290727138519287,0.883763313293457,0.8217485547065735,0.7885004281997681,0.7967147827148438,,,,,
0,139,3.346975088119507,0.9357176423072815,0.7305505275726318,0.7396287322044373,0.9410781264305115,,,,,
0,139,,,,,,0.5477308034896851,0.7558685541152954,0.67136150598526,0.6760563254356384,3.22655987739563
1,149,2.807279586791992,0.8665502071380615,0.732096254825592,0.5873196125030518,0.6213134527206421,,,,,
1,159,2.437704086303711,0.7875300645828247,0.45091623067855835,0.5911062955856323,0.6081514358520508,,,,,
1,169,2.3867228031158447,0.7535527944564819,0.49043214321136475,0.500676155090332,0.642061710357666,,,,,
1,179,2.4386823177337646,0.7764702439308167,0.48988085985183716,0.6202155351638794,0.5521155595779419,,,,,
1,189,2.3800723552703857,0.5973796844482422,0.6624053716659546,0.4459027647972107,0.6743846535682678,,,,,
1,199,2.7378926277160645,0.9366129636764526,0.9012947082519531,0.4961736798286438,0.403811514377594,,,,,
1,209,2.1324989795684814,0.8939854502677917,0.37932923436164856,0.4953778386116028,0.3638063669204712,,,,,
1,219,2.1811869144439697,0.722614049911499,0.5937764644622803,0.5541549324989319,0.31064146757125854,,,,,
1,229,1.8117730617523193,0.5143287777900696,0.45139196515083313,0.40671634674072266,0.4393361210823059,,,,,
1,239,1.872023105621338,0.42208021879196167,0.5303062200546265,0.6222152709960938,0.29742133617401123,,,,,
1,249,1.9931609630584717,0.39943236112594604,0.5673384666442871,0.5341054201126099,0.49228477478027344,,,,,
1,259,2.0861613750457764,0.4385513663291931,0.5273604989051819,0.6398686766624451,0.4803808927536011,,,,,
1,269,1.7733944654464722,0.49027812480926514,0.3983660042285919,0.36884117126464844,0.5159091949462891,,,,,
1,279,1.806575059890747,0.6165959239006042,0.5610116124153137,0.18802528083324432,0.4409421980381012,,,,,
1,279,,,,,,0.7824726104736328,0.8466353416442871,0.8482003211975098,0.8669796586036682,1.9978944063186646
2,289,2.150338888168335,0.8374360203742981,0.4740794599056244,0.48362213373184204,0.3552014231681824,,,,,
2,299,1.3975348472595215,0.3252338767051697,0.44470784068107605,0.37035447359085083,0.25723856687545776,,,,,
2,309,1.427088737487793,0.4060283303260803,0.3925941288471222,0.23753714561462402,0.39092928171157837,,,,,
2,319,1.518525242805481,0.49865129590034485,0.2635982036590576,0.5378999710083008,0.21837584674358368,,,,,
2,329,1.4333875179290771,0.4087192416191101,0.36837947368621826,0.36304718255996704,0.29324156045913696,,,,,
2,339,1.4796500205993652,0.5114127397537231,0.40840134024620056,0.40148571133613586,0.1583501696586609,,,,,
2,349,1.5773059129714966,0.5181921720504761,0.2793237268924713,0.5104430913925171,0.2693469524383545,,,,,
2,359,1.5531127452850342,0.5746678709983826,0.35095274448394775,0.2220757156610489,0.40541645884513855,,,,,
2,369,1.7430567741394043,0.40611326694488525,0.5438669323921204,0.4518740773200989,0.3412024974822998,,,,,
2,379,1.4495198726654053,0.48873022198677063,0.3101122975349426,0.27487820386886597,0.37579917907714844,,,,,
2,389,1.5627779960632324,0.4699416160583496,0.317717581987381,0.2872348427772522,0.48788395524024963,,,,,
2,399,1.7196372747421265,0.5658268928527832,0.45623207092285156,0.32936716079711914,0.36821115016937256,,,,,
2,409,1.7844144105911255,0.6614525318145752,0.2776523232460022,0.38896042108535767,0.45634913444519043,,,,,
2,419,1.582942247390747,0.5914724469184875,0.4192119240760803,0.4285622537136078,0.1436956822872162,,,,,
2,419,,,,,,0.7996870279312134,0.8591549396514893,0.8356807231903076,0.8544601202011108,1.9042766094207764
3,429,1.1763348579406738,0.3714209198951721,0.17874343693256378,0.3767954111099243,0.24937507510185242,,,,,
3,439,1.0733089447021484,0.3244536519050598,0.22296538949012756,0.3019242584705353,0.22396567463874817,,,,,
3,449,0.9653226137161255,0.21258819103240967,0.17639347910881042,0.3769327998161316,0.19940820336341858,,,,,
3,459,1.5366817712783813,0.5734860897064209,0.16650544106960297,0.5838254690170288,0.2128647416830063,,,,,
3,469,1.0599579811096191,0.4480387568473816,0.2155170738697052,0.26255691051483154,0.1338452845811844,,,,,
3,479,1.1442999839782715,0.4172869324684143,0.12631359696388245,0.3216288387775421,0.27907055616378784,,,,,
3,489,1.0480055809020996,0.38032251596450806,0.17568758130073547,0.19787532091140747,0.2941202223300934,,,,,
3,499,1.206451177597046,0.530319333076477,0.28392040729522705,0.1619257926940918,0.2302856147289276,,,,,
3,509,1.4723880290985107,0.5428277254104614,0.2965478301048279,0.40961381793022156,0.22339868545532227,,,,,
3,519,1.7050268650054932,0.5781141519546509,0.2608950734138489,0.4629627466201782,0.4030548930168152,,,,,
3,529,1.5883924961090088,0.3834659159183502,0.3530758321285248,0.40173202753067017,0.450118750333786,,,,,
3,539,1.0453951358795166,0.4306563436985016,0.29554277658462524,0.18766021728515625,0.1315358579158783,,,,,
3,549,1.1996197700500488,0.4223984479904175,0.18404164910316467,0.2704164683818817,0.32276326417922974,,,,,
3,559,1.1161649227142334,0.318379670381546,0.2669501304626465,0.2957586944103241,0.235076442360878,,,,,
3,559,,,,,,0.7996870279312134,0.8716744780540466,0.8497652411460876,0.8716744780540466,1.8074891567230225
4,569,0.7735753059387207,0.20792309939861298,0.2505708634853363,0.2231484055519104,0.09193293750286102,,,,,
4,579,0.9448153972625732,0.26196160912513733,0.17291869223117828,0.21104496717453003,0.29889020323753357,,,,,
4,589,0.8336571455001831,0.20652636885643005,0.12675343453884125,0.25668472051620483,0.243692547082901,,,,,
4,599,0.8866803050041199,0.3730194568634033,0.1461714506149292,0.21861505508422852,0.14887435734272003,,,,,
4,609,0.8787674903869629,0.2886309325695038,0.1994403451681137,0.1775837242603302,0.21311254799365997,,,,,
4,619,0.6660938262939453,0.19492436945438385,0.11708027124404907,0.20210954546928406,0.15197965502738953,,,,,
4,629,0.6683530211448669,0.15701133012771606,0.20846879482269287,0.21524612605571747,0.08762674778699875,,,,,
4,639,0.7652417421340942,0.26878201961517334,0.16493231058120728,0.17123228311538696,0.16029509902000427,,,,,
4,649,1.0554434061050415,0.2035982757806778,0.23710638284683228,0.2989915907382965,0.31574708223342896,,,,,
4,659,0.7633912563323975,0.15149474143981934,0.28047388792037964,0.18378128111362457,0.1476413607597351,,,,,
4,669,0.8269374370574951,0.36074936389923096,0.12706495821475983,0.1797504425048828,0.1593727022409439,,,,,
4,679,1.134015679359436,0.308186411857605,0.18563510477542877,0.47467565536499023,0.16551852226257324,,,,,
4,689,0.8477753400802612,0.3707506060600281,0.13877896964550018,0.1569794863462448,0.18126624822616577,,,,,
4,699,0.6313825249671936,0.3469678461551666,0.11796429753303528,0.08491899818181992,0.08153138309717178,,,,,
4,699,,,,,,0.8169013857841492,0.8732394576072693,0.8544601202011108,0.876369297504425,1.7229124307632446
5,709,0.48258835077285767,0.20640353858470917,0.07814070582389832,0.10868236422538757,0.08936174213886261,,,,,
5,719,0.5598036050796509,0.13584700226783752,0.1841471940279007,0.08531244099140167,0.15449701249599457,,,,,
5,729,0.7296304702758789,0.16725251078605652,0.18540416657924652,0.2489640712738037,0.1280096471309662,,,,,
5,739,0.6169252395629883,0.10643196851015091,0.22088833153247833,0.21502792835235596,0.07457701861858368,,,,,
5,749,0.47515779733657837,0.14475080370903015,0.05411318689584732,0.15233181416988373,0.12396199256181717,,,,,
5,759,0.4495325982570648,0.13814258575439453,0.051570042967796326,0.1335875689983368,0.12623240053653717,,,,,
5,769,0.44457677006721497,0.13185739517211914,0.08554335683584213,0.12240689247846603,0.10476913303136826,,,,,
5,779,0.5057648420333862,0.14773204922676086,0.12452065944671631,0.1938803791999817,0.03963179141283035,,,,,
5,789,1.0596390962600708,0.269438773393631,0.07173377275466919,0.375308632850647,0.34315797686576843,,,,,
5,799,0.6588818430900574,0.20194220542907715,0.18564730882644653,0.12953168153762817,0.14176063239574432,,,,,
5,809,0.5632794499397278,0.26508715748786926,0.07427259534597397,0.1375303715467453,0.08638932555913925,,,,,
5,819,0.4658430218696594,0.09787953644990921,0.06425741314888,0.15389283001422882,0.14981324970722198,,,,,
5,829,0.6013048887252808,0.21724063158035278,0.08507349342107773,0.24503935873508453,0.05395137518644333,,,,,
5,839,0.4089559018611908,0.08874726295471191,0.10548268258571625,0.12479427456855774,0.0899316743016243,,,,,
5,839,,,,,,0.8090766668319702,0.8716744780540466,0.8607198596000671,0.8779342770576477,1.7882273197174072
6,849,0.30015307664871216,0.12414968013763428,0.036839231848716736,0.09190341085195541,0.047260746359825134,,,,,
6,859,0.4513438940048218,0.04990343749523163,0.1384223997592926,0.19803719222545624,0.0649809017777443,,,,,
6,869,0.24678105115890503,0.08689615875482559,0.05960274860262871,0.04662675783038139,0.05365540087223053,,,,,
6,879,0.3135397732257843,0.060079336166381836,0.07388216257095337,0.10796335339546204,0.07161492109298706,,,,,
6,889,0.37509509921073914,0.08016982674598694,0.03961830586194992,0.20502258837223053,0.05028439685702324,,,,,
6,899,0.3145177960395813,0.1297677457332611,0.07774366438388824,0.05402702838182449,0.05297936126589775,,,,,
6,909,0.35576996207237244,0.07310733944177628,0.18565163016319275,0.04884492978453636,0.048166051506996155,,,,,
6,919,0.3417225182056427,0.07645156979560852,0.057723525911569595,0.13321858644485474,0.07432883977890015,,,,,
6,929,0.2536267936229706,0.04202621430158615,0.06347378343343735,0.09839141368865967,0.049735378473997116,,,,,
6,939,0.49330925941467285,0.2683972120285034,0.047454021871089935,0.12998251616954803,0.04747550189495087,,,,,
6,949,0.40494096279144287,0.15459604561328888,0.04364690184593201,0.14544057846069336,0.06125741824507713,,,,,
6,959,0.23062856495380402,0.06713925302028656,0.034750837832689285,0.08409709483385086,0.04464138299226761,,,,,
6,969,0.20347130298614502,0.05219271779060364,0.05563787370920181,0.053006406873464584,0.042634300887584686,,,,,
6,979,0.2370890974998474,0.07017240673303604,0.036003243178129196,0.08442627638578415,0.04648716375231743,,,,,
6,979,,,,,,0.8153364658355713,0.8638497591018677,0.8622848391532898,0.8748043775558472,1.8119267225265503
7,989,0.2600642442703247,0.0644964724779129,0.04724716395139694,0.0950862467288971,0.05323433130979538,,,,,
7,999,0.19482097029685974,0.06039806455373764,0.034886434674263,0.05126555636525154,0.048270922154188156,,,,,
7,1009,0.29120638966560364,0.07403334975242615,0.029055021703243256,0.11708866059780121,0.07102936506271362,,,,,
7,1019,0.15463781356811523,0.04044628515839577,0.03510615974664688,0.03383984416723251,0.04524553194642067,,,,,
7,1029,0.2914005517959595,0.08119204640388489,0.030572690069675446,0.09259644150733948,0.08703938871622086,,,,,
7,1039,0.19940710067749023,0.04702562093734741,0.056302279233932495,0.04345567151904106,0.05262352526187897,,,,,
7,1049,0.18829765915870667,0.049530304968357086,0.042665768414735794,0.05378926545381546,0.042312316596508026,,,,,
7,1059,0.3246302306652069,0.06514665484428406,0.03964120149612427,0.12771674990653992,0.09212560951709747,,,,,
7,1069,0.20333337783813477,0.03739140182733536,0.039586249738931656,0.04530540853738785,0.08105030655860901,,,,,
7,1079,0.2657417058944702,0.0591484010219574,0.043160274624824524,0.11809251457452774,0.045340511947870255,,,,,
7,1089,0.21211934089660645,0.044288523495197296,0.06136534363031387,0.0741502121090889,0.03231525793671608,,,,,
7,1099,0.22753527760505676,0.12256486713886261,0.040446724742650986,0.0407121405005455,0.023811541497707367,,,,,
7,1109,0.19328811764717102,0.05285131186246872,0.04343340918421745,0.05035920813679695,0.0466441735625267,,,,,
7,1119,0.25040632486343384,0.05360185727477074,0.09895432740449905,0.05246040225028992,0.04538974538445473,,,,,
7,1119,,,,,,0.8231611847877502,0.8716744780540466,0.8669796586036682,0.8779342770576477,1.835848331451416
