epoch,step,train_loss,train_loss_Ambiance,train_loss_Cuisine,train_loss_Prix,train_loss_Service,val_acc_Ambiance,val_acc_Cuisine,val_acc_Prix,val_acc_Service,val_loss
0,9,5.437966346740723,1.4503238201141357,1.1717298030853271,1.3199833631515503,1.4959298372268677,,,,,
0,19,5.410031795501709,1.4480092525482178,1.1918448209762573,1.2952214479446411,1.4749562740325928,,,,,
0,29,5.269995212554932,1.3610061407089233,1.2461628913879395,1.2560683488845825,1.4067580699920654,,,,,
0,39,5.008471965789795,1.324310302734375,1.0963022708892822,1.2264747619628906,1.3613845109939575,,,,,
0,49,4.646933555603027,1.191209316253662,1.0242522954940796,1.1931673288345337,1.2383043766021729,,,,,
0,59,4.366456031799316,1.1645159721374512,1.0206199884414673,1.006127953529358,1.1751922369003296,,,,,
0,69,4.284700393676758,1.1441965103149414,0.9038415551185608,1.1095823049545288,1.1270802021026611,,,,,
0,79,4.326265335083008,1.1382321119308472,1.0380749702453613,1.0167649984359741,1.1331932544708252,,,,,
0,89,4.331265926361084,1.1545071601867676,1.0204143524169922,1.0269744396209717,1.1293699741363525,,,,,
0,93,,,,,,0.5117371082305908,0.6948356628417969,0.6071987748146057,0.5790297389030457,4.407828330993652
1,99,4.672944068908691,1.1891145706176758,1.154481053352356,1.1447811126708984,1.1845676898956299,,,,,
1,109,4.380653381347656,1.2156188488006592,0.9597786068916321,1.1745896339416504,1.0306661128997803,,,,,
1,119,4.581389427185059,1.2573511600494385,1.0796493291854858,1.1665987968444824,1.0777900218963623,,,,,
1,129,4.010959625244141,1.04803466796875,0.8199242949485779,1.010951042175293,1.1320494413375854,,,,,
1,139,4.551406383514404,1.2215495109558105,1.1938940286636353,1.0369423627853394,1.0990204811096191,,,,,
1,149,4.3228302001953125,1.0827702283859253,1.0019639730453491,1.1451140642166138,1.0929816961288452,,,,,
1,159,3.9756178855895996,1.0127453804016113,0.8746731281280518,1.0417819023132324,1.0464175939559937,,,,,
1,169,4.2956132888793945,1.1450080871582031,1.000463604927063,1.0754107236862183,1.0747308731079102,,,,,
